ID,Name,Countries,Country Codes,ISO639-3 Codes,Degree of endangerment,Number of speakers,Latitude,Longitude,Description of the location
591,Tsafiki,Ecuador,ECU,cof,Definitely endangered,2000,-0.25,-79.15,
1798,Culina (Brazil),Brazil,BRA,cul,Vulnerable,2000,-7.1008,-68.7744,Of the Arawá family
2033,Rukai,China,CHN,dru,Vulnerable,2000,22.792,120.8104,Taiwan Province
1388,Duguza,Nigeria,NGA,dza,Definitely endangered,2000,9.9039,9.1186,
1339,Griko (Calabria),Italy,ITA,ell,Severely endangered,2000,37.9961,15.9329,a few villages near Reggio di Calabria in southern Calabria; an outlying dialect of Greek not listed separately by the SIL
2333,Gebe,Indonesia,IDN,gei,Vulnerable,2000,-0.1922,129.5397,Maluku
1290,Ghadames,Libyan Arab Jamahiriya,LBY,gha,Vulnerable,2000,30.1166,9.5251,The language is spoken in a small oasis near the Algerian-Tunisian border.
1905,Ava-Guaraní,Argentina,ARG,gui,Definitely endangered,2000,-23.1403,-64.3359,"In Argentina: Provinces os Salta and Jujuy. In Bolivia South central Parapeti River area, Tarija"
604,Huilliche,Chile,CHL,huh,Critically endangered,2000,-40.4803,-73.5424,"Southern Chile, San Juan de la Costa (Osorno) and shores and islands of Lake Ranco (Valdivia). Some communities in the area of Quellón, in the southern part of the island of Chiloé, ."
107,Ik,Uganda,UGA,ikx,Severely endangered,2000,3.5024,34.1894,
1033,Jero,Nepal,NPL,jee,Vulnerable,2000,27.2241,86.3909,Okhalḍhuṅgā and Sindhulī districts. On both sides of the Sunkosī river.
1183,Jangshung,India,IND,"jna, scu, ssk",Definitely endangered,2000,31.7748,78.4753,"Himachal Pradesh, Kinnaur District,"
1390,Kona,Nigeria,NGA,juo,Severely endangered,2000,9.0587,11.2829,
80,Gats'ama - Ganjule - Harro,Ethiopia,ETH,kcx,Definitely endangered,2000,5.9548,37.5292,
1573,Kota,India,IND,kfe,Critically endangered,2000,11.4154,76.8576,"Tamil Nadu, Nilgiri Hills and around Kokkal Kotagiri"
484,Koryak,Russian Federation,RUS,kpy,Severely endangered,2000,61.8561,168.6621,Penzhinskiy County and adjacent regions in Koryak Autonomous District
1194,Tinan,"China, India","CHN, IND",lbf,Definitely endangered,2000,32.519,77.6733,"Himachal Pradesh, Lahul and Spiti districts"
61,Logorik,Sudan,SDN,liu,Critically endangered,2000,11.1433,29.8306,
1910,Damana,Colombia,COL,mbp,Definitely endangered,2000,10.9196,-73.4985,
1633,Mambai,Chad,TCD,mcs,Severely endangered,2000,9.6007,14.0899,
1851,Munji,Afghanistan,AFG,mnj,Severely endangered,2000,36.0379,70.6723,Munjan and Mamalgha Valleys in Northeastern Afghanistan
632,Mocoví,Argentina,ARG,moc,Definitely endangered,2000,-27.6056,-59.7656,"South Chaco, and Northeast Province of Santa Fe. Migration into rural and urban areas of the country"
545,Mpi,Thailand,THA,mpz,Definitely endangered,2000,18.2554,100.2227,
2555,Momuna,Indonesia,IDN,mqf,Vulnerable,2000,-5,139,Irian Jaya
1362,Nihali,India,IND,nll,Critically endangered,2000,20.5402,76.0913,
1123,Nyishangba,Nepal,NPL,nmm,Definitely endangered,2000,28.6423,84.1017,Manang valley
2247,Nguon,Viet Nam,VNM,nuo,Vulnerable,2000,17.5333,105.3833,
1532,Ottawa (Walpole Island),"Canada, United States of America","CAN, USA",otw,Severely endangered,2000,42.6068,-82.5195,"Manitoulin Island, Ontario; Walpole Island, Ontario; Mount Pleasant, Michigan and other reserves in Ontario and Michigan."
1222,Tai Phake,India,IND,phk,Severely endangered,2000,27.5033,95.2185,"Assam, mostly in Tinsukia and Dibrugarh districts"
1572,Prasun,Afghanistan,AFG,prn,Definitely endangered,2000,35.3543,71.26,"Villages of Shupu (Ishtivi, Shtevgrom), Sech, Ucu, Ushut, Zumu in Prasun valley in Nuristan province of Afghanistan"
2,Tamazight (Arzew),Algeria,DZA,rif,Critically endangered,2000,35.5869,-0.4737,South of Oran and the Bay of Arzew
2411,Sangkong,China,CHN,sgk,Vulnerable,2000,21.5158,100.6957,
861,Shoshoni (Idaho),United States of America,USA,shh,Severely endangered,2000,43.0438,-112.4629,"Sho-Ban Tribe Reservation at Fort Hall, Idaho.
Communites are located throughout the Great Basin area in Idaho, Nevada, Utah, and Wyoming."
1468,Shoshoni (Wyoming),United States of America,USA,shh,Severely endangered,2000,43.014,-108.8209,"Eastern Shoshoni dialect at the Wind River Reservation, Wyoming..
Communites are located throughout the Great Basin area in Idaho, Nevada, Utah, and Wyoming."
1469,Shoshoni (Nevada),United States of America,USA,shh,Severely endangered,2000,40.0358,-113.9835,"The Goshute dialect is spoken in the Goshute Reservations in Skull Valley, Nevada and near Ibapah in eastern Nevada and western Utah.
Communites are located throughout the Great Basin area in Idaho, Nevada, Utah, and Wyoming."
311,Sáliba,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",slc,Severely endangered,2000,5.3097,-69.873,Colombia: On the Meta river in the department of Casanare; in Santa Rosalía (department of Vichada). 79 in Venezuela.
386,Lule Saami,"Norway, Sweden","NOR, SWE",smj,Severely endangered,2000,67.272,17.7978,"Jokkmokk County and parts of Gällivare and other adjacent counties in Norrbotten Province (Lule Lappmark), Sweden; the Tysfjord region in northern Nordland Province, Norway"
47,Sarwa,Chad,TCD,swy,Definitely endangered,2000,10.5958,17.0397,
1748,Tchitchege,Gabon,GAB,tck,Definitely endangered,2000,-1.8508,13.612,
1197,Luro,India,IND,tef,Critically endangered,2000,7.915,93.3837,Teressa (Luro) and Bompuka (Powahat) islands
1662,Ukhwejo,Central African Republic,CAF,ukh,Severely endangered,2000,3.3626,16.0565,
733,Urarina,Peru,PER,ura,Vulnerable,2000,-4.3464,-75.3002,"Departamento de  Loreto, río Chambira, aldea de  Nueva Esperanza, entre otras.."
1836,Ushojo,Pakistan,PAK,ush,Definitely endangered,2000,35.0209,72.897,"Upper reaches of Bishigram (Chail) Valley, east of Madyan, Swat Kohistan, Northern Areas, Pakistan"
895,Waigali,Afghanistan,AFG,wbk,Definitely endangered,2000,35.1895,71.1941,Vaigal valley in Nuristan Province and central Kunar Province of Afghanistan 
2482,Wotapuri-Katarqalai,Afghanistan,AFG,wsv,Definitely endangered,2000,34.4166,70.3333,"the two towns of Wotapur and Katarqala, Nuristan"
1426,Wutun,China,CHN,wuh,Definitely endangered,2000,35.791,102.4365,"Wutun villages in Tongren County of Huangnan Tibetan Autonomous District, Qinghai"
525,Chepya,Lao People's Democratic Republic,LAO,ycp,Definitely endangered,2000,21.3833,101.8166,
2412,Muda,China,CHN,ymd,Vulnerable,2000,21.8421,100.6851,
325,Nheengatu / Yeral (Venezuela),Venezuela (Bolivarian Republic of),VEN,yrl,Severely endangered,2000,1.2303,-66.8408,Southern part of the territory of Amazonas (Venezuela)
561,Tanglang,China,CHN,ytl,Vulnerable,2000,26.0863,99.7119,
675,Khamnigan Mongol,"China, Mongolia, Russian Federation","CHN, MNG, RUS",,Definitely endangered,2000,50.3454,114.1094,"Chen Baerhu Banner in Hulun Buir League in Inner Mongolia, China; earlier and more originally the Onon-Argun region of Transbaykalia in adjacent Siberia and Mongolia; few speakers left in the Russian Federation; the situation in Mongolia is unknown"
1883,Ngäbere (Costa Rica),Costa Rica,CRI,gym,Definitely endangered,2041,8.4723,-82.9907,Southwestern Costa Rica bordering Panama
1933,Katukína-Kanamarí,Brazil,BRA,"kav, knm",Vulnerable,2100,-5.6159,-68.7304,
233,Tiwi,Australia,AUS,tiw,Vulnerable,2100,-11.6091,130.8911,
564,Zaozou,China,CHN,zal,Vulnerable,2100,26.1554,99.2944,Bradley 2007
762,North Alaskan Inupiaq (Kotzebue Sound),United States of America,USA,esi,Severely endangered,2144,66.8972,-162.5855,the Malimiut dialect is spoken around Kotzebue Sound and the North Slope dialect is spoken along the Arctic Coast to the Mackenzie Delta
1372,North Alaskan Inupiaq (North Slope),United States of America,USA,esi,Severely endangered,2144,71.2725,-156.7749,the Malimiut dialect is spoken around Kotzebue Sound and the North Slope dialect is spoken along the Arctic Coast to the Mackenzie Delta
1373,Seward Peninsula Inupiaq (King Island),United States of America,USA,esk,Critically endangered,2144,64.9728,-168.0616,"the southern Seward Peninsula and Norton Sound area, surrounding the Bering Strait, and on King and Diomede Islands"
1374,Seward Peninsula Inupiaq (Little Diomede Island),United States of America,USA,esk,Critically endangered,2144,65.755,-168.9167,"the southern Seward Peninsula and Norton Sound area, surrounding the Bering Strait, and on King and Diomede Islands"
1375,Seward Peninsula Inupiaq (Norton Sound),United States of America,USA,esk,Critically endangered,2144,64.5433,-163.029,"the southern Seward Peninsula and Norton Sound area, surrounding the Bering Strait, and on King and Diomede Islands"
2285,Kristang,Malaysia,MYS,mcm,Severely endangered,2150,2.1935,102.256,
732,Yine,Peru,PER,pib,Definitely endangered,2150,-11.4584,-73.0261,"Departamentos de Ucayali y Cusco. La  lengua es más  vital  en la  aldea  de  Miaria, en  Cusco. También en Madre de Dios (alto Manú, alto Madre de Dios)."
2066,Krahô,Brazil,BRA,xra,Vulnerable,2184,-8.4071,-47.2851,
1244,Blackfoot (Canada),Canada,CAN,bla,Definitely endangered,2200,49.3535,-113.2884,Spread over 3 communities in Canada
1640,Jaya,Chad,TCD,jyy,Severely endangered,2200,12.187,18.1645,
1758,Karipuna do Amapá,Brazil,BRA,kmv,Vulnerable,2200,3.3379,-51.6796,
1650,Kulfa,Chad,TCD,kxj,Definitely endangered,2200,9.9742,19.1848,
923,Tlachichilco Tepehua,Mexico,MEX,tpt,Definitely endangered,2234,20.6205,-98.1991,"Tlachichilco, Tierra Colorada, Chintipan in the municipality of Tlachichilco, state of Veracruz; Tecomajapa in the munipality of Zontecomatlán, state of Veracruz"
541,Mang (Viet Nam),Viet Nam,VNM,zng,Definitely endangered,2300,22.35,102.9666,
2194,Mang (China),China,CHN,zng,Definitely endangered,2300,22.8293,103.1039,
2657,Bumbita Arapesh,Papua New Guinea,PNG,aon,Vulnerable,2353,-3.6449,142.8002,"Toricelli mountains, Maprik District, East Sepik Province"
1749,Yasa,"Cameroon, Equatorial Guinea","CMR, GNQ",yko,Definitely endangered,2401,2.3284,9.8464,
818,Highland Chontal,Mexico,MEX,chd,Severely endangered,2410,16.2832,-95.857,"Localities of Magdalena Tequisistlan,
Santa María Ecatepec,
Asunción Tlacolulita,
San Carlos Yautepec,
San Miguel Tenango,
Santa María Quiegolani,
Santo Domingo Tehuantepec in the
state of Oaxaca

"
1172,Raji,Nepal,NPL,rji,Severely endangered,2413,27.9721,82.3135,"Formerly Terai and Pithaurāgaḍh (India) districts, now resettled in Dāṅ-Deukhurī district"
299,Cuiba,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",cui,Severely endangered,2445,6.4463,-69.9389,Colombia: Department of Casanare. Venezuela: State of Apure.
1823,Mopán (Guatemala),Guatemala,GTM,mop,Severely endangered,2455,16.5144,-89.4167,"Dolores, San Luis Melchor Mancos, Poptún"
50,Vumbu,Gabon,GAB,vum,Definitely endangered,2460,-1.8783,10.816,
566,Achuar,"Ecuador, Peru","ECU, PER",acu,Definitely endangered,2500,-2.8991,-77.4316,"- Ecuador: Provinces of Pastaza and Morona Santiago. There are about 30 communities, eleven of which are settled along the Ecuadorian-peruvian border.\n- Peru: Departamento de  Loreto, provincias de  Alto Amazonas y Loreto, en la cuenca de  los ríos Pastaza, Huasaga, Morona  (Cálculo de los propios achuar, 2007)"
1691,Bai,Sudan,SDN,bdj,Definitely endangered,2500,8.0592,25.5102," Southern Sudan,
 Western District, on Wau-Deim Zubeir road, west of Sere. 
A few north of Tembura. 2 villages"
1207,Remo,India,IND,bfw,Severely endangered,2500,19.1659,82.6391,"Orissa, Malkangiri Dt."
1477,Banka,Mali,MLI,bxw,Definitely endangered,2500,11.4261,-5.6744,
744,Culina (Peru),Peru,PER,cul,Definitely endangered,2500,-9.6224,-70.7958,"Departamento de  Ucayali, provincia de Purús, cuenca de los río Purús y Santa Rosa"
1636,Gadang,Chad,TCD,gdk,Definitely endangered,2500,10.3473,17.2485,
1054,Khinalug,Azerbaijan,AZE,kjj,Severely endangered,2500,41.1579,48.0706,mainly the village of Khinalug in Kuba (Quba) County
1256,Lhokpu,Bhutan,BTN,lhp,Definitely endangered,2500,26.9514,89.2968,Samtsi district in the southwest
538,Laomian (China),China,CHN,lwm,Definitely endangered,2500,23.7645,100.0195,
2223,Laomian (Myanmar),Myanmar,MMR,lwm,Definitely endangered,2500,22.6833,99.25,
745,Mayoruna (Peru),Peru,PER,mcf,Vulnerable,2500,-5.5285,-73.4765,"En Loreto, provincia de  Maynas, río Yaquerana, Yavarí, Blanco y Galvez. También en Brasil."
2070,Martuwangka,Australia,AUS,mpj,Vulnerable,2500,-24.1975,122.9589,
2345,Pingelapese,Micronesia (Federated States of),FSM,pif,Severely endangered,2500,6.2279,160.7107,Pingelap and Ponape
711,Rapanui,Chile,CHL,rap,Severely endangered,2500,-27.108,-109.3579,Easter Island (Chile)
1436,Roshorvi,Tajikistan,TJK,sgh,Severely endangered,2500,38.1086,72.1719,"Rushan district, Gorno Badakhshan Autonomous Region, Tajikistan"
1440,Sanglechi,"Tajikistan, Afghanistan","TJK, AFG",sgl,Severely endangered,2500,36.6585,71.4784,"Sanglech valley, Ishkashim district, Afghanistan and Ishkashim district, Tajikistan"
2293,Semelai,Malaysia,MYS,sza,Severely endangered,2500,3.1761,102.4818,Bradley 2007
1009,Urak Lawoi (Thailand),Thailand,THA,urk,Definitely endangered,2500,7.7756,98.3306,
2287,Urak Lawoi (Malaysia),Malaysia,MYS,urk,Definitely endangered,2500,6.4194,99.7869,
1641,Zirenkel,Chad,TCD,zrn,Definitely endangered,2500,12.136,18.4735,
1903,Bribri (Panama),Panama,PAN,bzd,Severely endangered,2521,9.4813,-82.6174,Region of Yorkin on the Panama side of the River Sixaola; they travel from one country to the other
1870,Xerente,Brazil,BRA,xer,Severely endangered,2569,-9.3356,-48.2227,
922,Pisaflores Tepehua,Mexico,MEX,tpp,Vulnerable,2578,20.6883,-98.0125,"Pisaflores, El Tepetate, San Pedro Tzitzacualpan in the municipalitiy of Ixhuatlán de Madero, state of Veracruz"
1714,Logol,Sudan,SDN,lof,Severely endangered,2600,10.8521,30.6463,
559,Sila,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",slt,Definitely endangered,2600,22.3094,102.041,
127,Bolo,Angola,ANG,blv,Definitely endangered,2627,-10.5526,14.9633,
957,Chatino of the western lowlands,Mexico,MEX,ctp,Definitely endangered,2640,16.3049,-97.5466,Locality of Tataltepec de Valdés
1089,Kohi,Nepal,NPL,kkt,Vulnerable,2641,27.3607,86.8661,"Khoṭāṅ district, spoken in one village on the headwaters of the Rāva river"
511,Aimol,India,IND,aim,Critically endangered,2643,24.4971,93.6145,
667,Yuracaré,Bolivia (Plurinational State of),BOL,yuz,Definitely endangered,2675,-16.6888,-65.4345,Provinces of Chapare and Carrasco in the tropical part of the department of Cochabamba
69,Ko,Sudan,SDN,fuj,Critically endangered,2683,10.6714,30.8386,
2407,Pakan,China,CHN,bbh,Definitely endangered,2700,23.7447,105.2235,
2026,Yami,China,CHN,tao,Vulnerable,2700,22.0512,121.5403,Taiwan Province
663,Wari,Brazil,BRA,pav,Definitely endangered,2721,-11.7275,-65.0061,
517,Bisu,"Myanmar, Thailand","MMR, THA",bzi,Definitely endangered,2740,19.715,99.6789,
487,Northern Mansi,Russian Federation,RUS,mns,Severely endangered,2746,62.6539,63.1494,"the western tributaries to the lower Ob’, mainly along the Sos’va, and the central and northern Ural mountains, within the forest zone, mainly in Berezovo County and the northern parts of Sovetskiy County in Khanty-Mansi Autonomous District, formerly also in adjacent parts of the Komi Republic and Yekaterinburg Province"
1483,Southwestern Tepehuan,Mexico,MEX,tla,Vulnerable,2756,22.8349,-105.7276,Municipality of Pueblo Nuevo in the state of Durango; municipality of Acaponeta in the state of Nayarit; municipality of Escuinapa in the state of Sinaloa
963,Bahing,Nepal,NPL,bhj,Definitely endangered,2765,27.3126,86.5571,Okhalḍhuṅgā and Solukhumbū districts
2384,Stoney,Canada,CAN,sto,Vulnerable,2765,51.161,-114.8533,Spread over 5 communities in Canada
1340,Jersey French,United Kingdom of Great Britain and Northern Ireland,GBR,fra,Severely endangered,2874,49.2211,-2.1368,"the island of Jersey, which constitutes the Bailiwick of Jersey, and the island of Sark in the Bailiwick of Guernsey"
1699,Waiwai (Brazil),Brazil,BRA,waw,Vulnerable,2916,-0.7909,-58.2714,
2394,Western Montagnais,Canada,CAN,moe,Vulnerable,2980,48.9635,-68.5729,Spread over 6 communities in Canada
2175,Lishanid Noshan (Israel),Israel,ISR,aij,Severely endangered,3000,31.7188,34.7772,All over the country.  Population originally immigrated from the province of Irbil in Iraqi Kurdistan
5,Awjila,Libyan Arab Jamahiriya,LBY,auj,Severely endangered,3000,26.6278,24.5214,"Awjila is spoken in the Oasis of Awjila form which it derives its name.It is also spoken in Cyrenaica, eastern Libya, "
1312,Pukur,Guinea,GIN,bcg,Definitely endangered,3000,10.4013,-14.4799,
1045,Budukh,Azerbaijan,AZE,bdk,Severely endangered,3000,41.1207,48.3233,the village of Budukh and the expatriate communities of Deli-Kaya and Pirusti in Kuba (Quba) County
2276,Besoa,Indonesia,IDN,bep,Vulnerable,3000,-1.7163,120.4211,"Sulawesi, Indonesia"
2484,Brokshat,India,IND,bkk,Definitely endangered,3000,34.6478,76.4978,"Ladakh and Kargil districts, northern Kashmir"
2274,Baleasang,Indonesia,IDN,bls,Definitely endangered,3000,-0.0494,119.685,"Sulawesi, Indonesia"
1743,Benga,"Gabon, Equatorial Guinea","GAB, GNQ",bng,Definitely endangered,3000,0.9997,9.8657,
99,Boni,Kenya,KEN,bob,Definitely endangered,3000,-0.8294,40.8142,Somalia-Kenyan border area. 
1664,Bonjo,Congo,COG,bok,Severely endangered,3000,1.7712,17.9598,
1209,Geta?,India,IND,gaq,Severely endangered,3000,18.2293,82.727,"Orissa, Koraput, and Malkangiri districts, "
489,Nanay,"China, Russian Federation","CHN, RUS",gld,Severely endangered,3000,49.3537,136.5243,"Nanay, Amursk, Komsomol’sk, Solnechnyy, Ul’cha and Khabarovsk counties in Khabarovsk Region, Ol’ga County in Maritime (Primor’ye) Region, and Poronaysk County in Sakhalin Province, the Russian Federation; Fuyuan County in the northeast of Heilongjiang Province, China"
1907,"Mbya Guarani (Argentina, Uruguay)","Argentina, Uruguay","ARG, URY",gun,Severely endangered,3000,-29.6116,-57.4804,Northeast Argentina Province of Misiones
1382,Gura,Nigeria,NGA,gvm,Severely endangered,3000,10.075,6.8499,
77,Hozo,Ethiopia,ETH,hoz,Definitely endangered,3000,9.3352,34.53,
1950,Harsusi,Oman,OMN,hss,Definitely endangered,3000,19.9372,56.2637,"Located on a gravel plain called the Jiddat al-Harasiis in the area of the town of Hayma in central Oman, northeast of Dhofar.  Spoken by the Harasis and the 'Ifar"
1322,Kamara,Ghana,GHA,jmr,Definitely endangered,3000,9.0858,-2.2576,
686,East Greenlandic,Greenland (Kingdom of Denmark),GRL,kal,Definitely endangered,3000,65.6061,-37.6858,Ammassalik and Scoresbysund on the east coast of Greenland
676,Eastern Khanty,Russian Federation,RUS,kca,Definitely endangered,3000,61.2491,74.5092,"the western and eastern tributaries to the middle Ob’, from the Vas’yugan to the Pim, mainly in Nefteyugansk, Surgut and Nizhnevartovsk counties in Khanty-Mansi Autonomous District and the adjacent parts of Tomsk Province"
1408,Kuk,Cameroon,CMR,kfm,Definitely endangered,3000,6.4326,10.2365,
2338,Kapingamarangi,Micronesia (Federated States of),FSM,kpg,Severely endangered,3000,1.0828,154.8081,Kapingamarangi and Ponape
2680,Koitabu,Papua New Guinea,PNG,kqi,Vulnerable,3000,-9.346,147.1179,"West of Port Moresby, Central Province"
385,Lude,Russian Federation,RUS,lud,Severely endangered,3000,61.5867,33.6813,"the central parts of Kondopoga County, the eastern parts of Pryazha County, the northernmost corner of Onega (Prionezhskiy) County and the Mikhaylovskoye (Kuujärvi) region in the east of Olonets County"
1242,"Mohawk (Akwesasne, St. Regis)",United States of America,USA,moh,Definitely endangered,3000,45.0033,-74.6497,"St. Regis Mohawk Tribe, Akwesasne, NY, on the St. Lawrence River at the US-Canadian border."
1201,Takahanyilang,India,IND,nik,Critically endangered,3000,6.85,93.8726,Great Nicobar Island
1967,Panare,Venezuela (Bolivarian Republic of),VEN,pbh,Vulnerable,3000,6.5445,-66.4233,Cuchivero and Guaniamo rivers in the western part of the state of Bolívar
2083,Pitjantjatjara,Australia,AUS,pjt,Vulnerable,3000,-26.0719,129.9517,
646,Pilagá,Argentina,ARG,plg,Vulnerable,3000,-25.4035,-58.6669,"Along the valleys of the Bermejo and Pilcomayo rivers in central and western Formosa Province, also Chaco and Salta provinces."
533,Lai,China,CHN,ply,Definitely endangered,3000,24.4871,105.216,
25,Fyem,Nigeria,NGA,pym,Severely endangered,3000,9.6332,8.8632,
2626,Rotuman,Fiji,FJI,rtm,Vulnerable,3000,-12.5063,177.0776,Rotuma Island
1837,Savi,"Pakistan, Afghanistan","PAK, AFG",sdg,Definitely endangered,3000,35.2085,71.845,"Sau village on the Kunar River, Afghanistan; Dir and Drosh in Chitral district, NWFP Pakistan"
1096,Sherdukpen,India,IND,sdp,Vulnerable,3000,27.1935,92.351,
874,Jemez,United States of America,USA,tow,Vulnerable,3000,35.6151,-106.7242,"Jemez Pueblo, 45 miles northwest of Albuquerque, NM."
2349,Ulithian,Micronesia (Federated States of),FSM,uli,Severely endangered,3000,10.0229,139.6801,Eastern Caroline Islands
2209,U,China,CHN,uuu,Definitely endangered,3000,23.4844,99.8404,"Pa Xep village, Shehe commune, Shuangjiang county, Yunnan"
242,Warlpiri,Australia,AUS,wbp,Vulnerable,3000,-20.8177,131.6601,
2587,Waima'a,Timor-Leste,TLS,wmh,Definitely endangered,3000,-8.4995,126.3372,
326,Yukpa,Venezuela (Bolivarian Republic of),VEN,"yup, jru",Vulnerable,3000,9.7956,-72.9382,Serranía del Perijá: State of César (Colombia). State of Zulia (Venezuela). 
1428,Shira Yugur,China,CHN,yuy,Severely endangered,3000,39.1002,99.2065,"the townships (communes) of Kangle, Hongshiwo and Qinglong of Kangle District, the townships of Beitan and Dongtan of Huangcheng District, and parts of Dahe District, Sunan Yughur Autonomous County, as well as adjacent regions of Jiuquan County, Gansu Province"
76,Dahaalik,Eritrea,ERI,,Critically endangered,3000,15.6917,40.0671,"Dahalik is spoken on three islands : 1)  Dahlak Kebir/ Dahlak 'Abi  (villages of Dahlak Kebir, Jimhile, Dasqo-Melil,  Durubbishet, Dub'ullu, Sal'et) - 2) Nora (Nora 'Abay and Salihet) - 3) Dehil (village of 'Ad)"
1153,Limirong Tibetan,Nepal,NPL,,Definitely endangered,3000,29.9164,81.7617,Humlā district
2620,Palu'e,Indonesia,IDN,,Definitely endangered,3000,-8.3242,121.7106,Palu Island and North of Flores Island
1052,Juhur (Caucasus),"Azerbaijan, Russian Federation","AZE, RUS",jdt,Definitely endangered,3016,42.0044,48.2409,"in the Russian Federation, mainly the town of Derbend and surrounding rural areas in the Republic of Daghestan, but also other towns in Daghestan such as Makhachkala, Majalis, Pyatigorsk and Buynaksk; elsewhere in northern Caucasus, in particular in Nal’chik in the Kabard-Balkar Republic and, until recently, in Groznyy in the Republic of Chechenia; in Azerbaijan, mainly the villages of Krasnaya Sloboda in Kuba (Quba) region and Vartashen (Vardashen, currently Oguz) in Vartashen (Vardashen) region; most speakers now live in Israel"
991,Eastern Tlapanec,Mexico,MEX,tcf,Vulnerable,3088,17.8135,-98.604,"Municipality of Atlamajalcingo del Monte, state of Guerrero"
908,Sayultec,Mexico,MEX,,Definitely endangered,3150,17.8816,-94.9597,Sayula de Alemán in the state of Veracruz
1752,Yucatec,Belize,BLZ,yua,Definitely endangered,3155,17.0922,-89.1221,"Cayo, San Antonio, San José Succotz, Orange Walk, Corozal"
1285,Ayautla Mazatec,Mexico,MEX,vmy,Vulnerable,3192,18.019,-96.7441,"Municipality of San Bartolomé Ayautla, Oaxaca"
2315,Pendau,Indonesia,IDN,ums,Vulnerable,3200,0.1922,120.0091,"Middle and inner hill areas of the central part of the narrow neck which links the bulk of Sulawesi with its northeastern peninsula, Sulawesi"
1679,Mursi,Ethiopia,ETH,muz,Vulnerable,3278,5.5831,36.5075,
1899,Teribe (Panama),Panama,PAN,tfr,Definitely endangered,3305,9.4472,-82.5166,Teribe and Changuinola rivers area in northwestern Panama
1725,Tima,Sudan,SDN,tms,Severely endangered,3305,11.7033,29.1934,
1311,Menik,Senegal,SEN,tnr,Definitely endangered,3375,12.7528,-12.2717,
1271,Eloxochitlán Mazatec,Mexico,MEX,maa,Vulnerable,3384,18.1754,-96.8765,"Municipality of Eloxochitlán de Flores Magón, state of Oaxaca"
1736,Morokodo,Sudan,SDN,mgc,Severely endangered,3400,6.0313,29.7949,
1393,Bakpinka,Nigeria,NGA,bbs,Critically endangered,3416,5.3644,8.2397,
2365,Northwestern Ojibwe,Canada,CAN,ojb,Vulnerable,3465,52.0016,-95.4274,Spread over 18 communities in Canada
554,Sak (Myanmar),Myanmar,MMR,ckh,Vulnerable,3500,21.2333,93.0761,
883,Crow,United States of America,USA,cro,Definitely endangered,3500,45.5963,-107.4613,"On the Crow Reservation in southeastern Montana (in the towns of Crow Agency, Lodge Grass, Pryor, Wyola and St. Xavier) and in adjacent off-reservation  communities.  "
578,Camsá,Colombia,COL,kbh,Definitely endangered,3500,0.8788,-76.7724,"Sibundoy valley (department of Putumayo), Colombia"
2218,Anung (Myanmar),Myanmar,MMR,nun,Severely endangered,3500,27.2,98.6333,
1720,Shwai,Sudan,SDN,shw,Critically endangered,3500,11.3184,30.4156,"Shwai Hills, northwest of Otoro near Heiban-Kadugli road."
2576,Wano,Indonesia,IDN,wno,Definitely endangered,3500,-3.5463,137.9058,Irian Jaya
1716,Nding,Sudan,SDN,eli,Critically endangered,3513,10.4121,30.6024,
1269,Eastern Popoloc,Mexico,MEX,poe,Vulnerable,3544,18.3322,-97.3471,"Seven municipalities in the state of Puebla, among them: San Gabriel Chilac, San Vicente Coyotepec, , Tepexi de Rodríguez, Zapotitlán Salinas, and San José Tepanco"
1099,Nachiring,Nepal,NPL,ncd,Severely endangered,3553,27.4144,86.7521,Khoṭāṅ district
1834,Garífuna (Guatemala),Guatemala,GTM,cab,Vulnerable,3564,15.8268,-88.7506,"Livingston, Puerto Barrios"
1737,Narim,Sudan,SDN,loh,Definitely endangered,3623,4.9048,34.2224,
2690,Mussau-Emira,Papua New Guinea,PNG,emi,Definitely endangered,3651,-1.4774,149.6392,"Mussau and St Matthias Islands, New Ireland Province"
85,Nayi,Ethiopia,ETH,noz,Vulnerable,3656,7.2698,36.1724,
1926,Ayoreo,Bolivia (Plurinational State of),BOL,ayo,Definitely endangered,3700,-18.719,-59.6228,
2415,Utsat,China,CHN,huq,Definitely endangered,3700,18.2727,109.3871,
543,Moyon,India,IND,nmo,Definitely endangered,3700,24.4171,94.378,"Manipur State, Chandel Dt.
"
1158,Nupri,Nepal,NPL,kte,Definitely endangered,3776,28.6384,84.6079,"Gorkhā district, in and around the Larkya valley"
976,Mixtec of the Puebla-Oaxaca border,Mexico,MEX,,Definitely endangered,3791,18.1333,-97.6833,"Municipality of Santiago Chazumba, state of Oaxaca"
1323,Konni,Ghana,GHA,kma,Vulnerable,3800,10.3311,-1.6973,
1727,Tocho,Sudan,SDN,taz,Severely endangered,3800,10.8764,30.1135,
2196,Khang Quang Lam,Viet Nam,VNM,kjm,Severely endangered,3921,22.0333,102.6666,
1832,Uspantek,Guatemala,GTM,usp,Vulnerable,3971,15.3475,-90.8684,Uspantán
1551,Baghati,India,IND,bfz,Critically endangered,3976,31.194,77.0471,"Himachal Pradesh, northwest of Nahan and the Sirmauri area"
