ID,Name,Countries,Country Codes,ISO639-3 Codes,Degree of endangerment,Number of speakers,Latitude,Longitude,Description of the location
824,Nez Perce,United States of America,USA,nez,Critically endangered,20,46.4347,-116.8268,"The Upriver dialect is spoken by a handful of elders at Kamiah and Lapwai on the Nez Perce Reservation in north-central Idaho, and several more on the Colville Reservation in eastern Washington.  The Downriver dialect is mainly preserved by a few speakers on the Umatilla Reservation in Oregon "
227,Nyamal,Australia,AUS,nly,Severely endangered,20,-21.4019,119.3225,
229,Nyikina,Australia,AUS,nyh,Severely endangered,20,-18.2613,124.6179,
860,Panamint,United States of America,USA,par,Critically endangered,20,36.4555,-116.8666,"Communities are located in Lone Pine, Death Valley, and Darwin, California and Beatty, Nevada."
685,Añu,Venezuela (Bolivarian Republic of),VEN,pbg,Critically endangered,20,11.022,-71.7352,"Sinamaica, Santa Rosa de Agua, El Moján, islas de Toas y San Carlos (northwest of Zulia state, Venezuela)"
2648,Nisvai,Vanuatu,VUT,psw,Critically endangered,20,-16.4492,167.7117,Malekula
1991,Chung (Cambodia),Cambodia,KHM,scq,Critically endangered,20,10.6875,103.8084,
400,Pite Saami,"Norway, Sweden","NOR, SWE",sje,Critically endangered,20,66.0447,17.8857,originally most parts of Arjeplog County in Norrbotten Province (Pite Lappmark) in Sweden and adjacent area in Norway
419,Ume Saami,Sweden,SWE,sju,Critically endangered,20,65.1091,18.2153,"Arvidsjaur County and the southeastern corner of Arjeplog County in Norrbotten Province (Pite Lappmark) and Malå and Sorsele counties and the northern Tärna region in Storuman County in Västerbotten Province (Lycksele Lappmark), Sweden; formerly also Rana County in Nordland Province, Norway"
2575,Usku,Indonesia,IDN,ulf,Critically endangered,20,-3.5449,140.7499,Irian Jaya
423,Vote,Russian Federation,RUS,vot,Critically endangered,20,59.5858,28.4518,"Kingisepp County in the west of St. Petersburg (Leningrad) Province, concentrated in the villages of Krakol’e (Jõgõperä) and Peski-Luzhitsy (Liivtšülä-Luuditsa), until recently also in Kotly (Kattila) and Mezhniki (Rajo), which belong to the area of the Western dialect; the last speakers of Eastern Vote, in Icipino (Itšäpäivä), died probably in the 1960s, and those of the distinct, Ingrian-influenced dialect of Kurovitsy (Kukkusi) in the 1980s"
244,Wajarri,Australia,AUS,wbv,Severely endangered,20,-26.8841,116.6748,
238,Wambaya,Australia,AUS,wmb,Critically endangered,20,-17.7696,134.923,
2542,Kembra,Indonesia,IDN,xkw,Critically endangered,20,-3.908,140.3942,Irian Jaya
2040,Kanakanabu,China,CHN,xnb,Critically endangered,20,23.1463,120.6782,Taiwan Province
1806,Kulina Páno,Brazil,BRA,xpk,Severely endangered,20,-5.6597,-71.5429,
207,Maringarr,Australia,AUS,zmt,Critically endangered,20,-14.1525,129.6166,
2534,Foya,Indonesia,IDN,,Critically endangered,20,-2.4107,138.6996,"Upper Bu River, Irian Jaya"
1265,Ixcatec,Mexico,MEX,ixc,Critically endangered,21,17.8493,-97.181,"Locality of Santa María Ixcatlán in the municipality of Santa María Ixcatlán, state of Oaxaca"
1769,Bara (Brazil),Brazil,BRA,"pok, bao",Vulnerable,21,0.3515,-68.9721,
165,Alawa,Australia,AUS,alh,Critically endangered,22,-16.4676,134.0771,
2263,Tobian,Palau,PLW,tox,Critically endangered,22,2.9594,131.8084,Tabi (Hatobohei) Island
200,Kuku Yalanji,Australia,AUS,gvn,Severely endangered,23,-15.8148,144.9316,
445,Sām,Nepal,NPL,raq,Severely endangered,23,27.3595,86.9979,"Saṅkhuvā Sabhā and Bhojpur districts, along Irkhuvā river"
990,Southwestern Tlapanec,Mexico,MEX,,Vulnerable,23,16.9629,-99.0953,"Municipality of Ayutla de los Libres, state of Guerrero"
2037,Kavalan,China,CHN,ckv,Critically endangered,24,24.7393,121.6996,Taiwan Province
837,Kashaya,United States of America,USA,kju,Critically endangered,24,38.6603,-123.3045,Along the California coast near the mouth of the Russian River.
848,Washo,United States of America,USA,was,Severely endangered,24,38.9226,-119.7256,Washoe Tribe of Nevada and California
241,Wardaman,Australia,AUS,wrr,Severely endangered,24,-14.9925,131.9293,
144,Ahtna,United States of America,USA,aht,Critically endangered,25,62.7547,-144.3164,
2140,Bieria,Vanuatu,VUT,brj,Critically endangered,25,-16.8045,168.2446,Epi
894,Caddo,United States of America,USA,cad,Critically endangered,25,35.0985,-98.2603,"In Caddo County, Oklahoma, in the vicinity of Anadarko and Binger."
803,Columbian,United States of America,USA,col,Critically endangered,25,48.1764,-119.0523,Speakers live on or near the Colville Reservation in Washington.
727,Iquito,Peru,PER,iqu,Critically endangered,25,-3.6449,-74.1577,"Departamento de  Loreto,  Provincia de  Maynas, distrito de  Alto Nanay, aldea de  San Antonio de Pintoyaco"
776,Upper Kuskokwim,United States of America,USA,kuu,Critically endangered,25,63.0091,-154.3889,the Upper Kuskokwim River drainage 
208,Marrithiyel,Australia,AUS,mfr,Critically endangered,25,-13.806,130.0451,
2556,Mor,Indonesia,IDN,moq,Severely endangered,25,-2.8607,132.7697,Irian Jaya
2554,Massep,Indonesia,IDN,mvs,Critically endangered,25,-1.7575,138.3178,Irian Jaya
629,Sakurabiat,Brazil,BRA,skf,Severely endangered,25,-12.967,-61.2652,
2006,Pisamira,Colombia,COL,tuo,Critically endangered,25,1.0656,-70.4388,"Localidad de Yacayacá, en la orilla derecha del río Vaupés, a unos 35 Km. al sur este de Mitú"
619,Kwazá,Brazil,BRA,xwa,Critically endangered,25,-12.651,-60.4138,
45,Zumaya,Cameroon,CMR,zuy,Critically endangered,25,10.5323,14.3591,
1107,Surel,Nepal,NPL,,Critically endangered,25,27.6969,86.3058,Dolakhā district
698,Malinaltepec Tlapanec,Mexico,MEX,tll,Vulnerable,29,17.2451,-98.6717,Municipalities of Malinaltepec and San Luis Acatlán in the state of Guerrero
2328,Amahai,Indonesia,IDN,amq,Critically endangered,30,-3.3352,128.9314,Maluku
169,Bardi,Australia,AUS,bcj,Severely endangered,30,-16.9307,122.871,
289,Carijona,Colombia,COL,cbd,Critically endangered,30,-1.2743,-70.1147,"Originally on the Yari river (Caquetá), now in Vaupés en Amazonas (near Brazilian border) "
867,Cahuilla,United States of America,USA,chl,Critically endangered,30,33.5404,-116.7436,"Heritage language of several small tribes in the inland area of southern California, including people at  Morongo, Agua Caliente (Palm Springs), Cabazon, Augustine, Torres-Martinez, Santa Rosa, Cahuilla, Ramona, and Los Coyotes."
693,Comox/Sliammon,Canada,CAN,coo,Critically endangered,30,49.6795,-124.9542,Spread over 3 communities in Canada
2530,Duriankere,Indonesia,IDN,dbn,Critically endangered,30,-1.3896,130.9247,Irian Jaya
2212,Alabat Island Agta,Philippines,PHL,dul,Critically endangered,30,14.1209,122.0282,
1635,Goundo,Chad,TCD,goy,Critically endangered,30,9.4761,16.2652,
1616,Djeoromitxi,Brazil,BRA,jbt,Severely endangered,30,-12.05,-64.6655,
2547,Kwerisa,Indonesia,IDN,kkb,Critically endangered,30,-2.9759,138.153,Irian Jaya
1464,Mono (Eastern),United States of America,USA,mnr,Critically endangered,30,37.3674,-118.3953,"Eastern Mono  is spoken in the Owens Valley communities of Bishop, Big Pine, Lone Pine, and Fort Independence."
220,Ngalkbun,Australia,AUS,ngk,Severely endangered,30,-13.5178,134.6264,
2267,Punan Batu,Malaysia,MYS,pnm,Critically endangered,30,2.6021,114,"Sarawak, Malaysia"
1260,Sia Pedee,Ecuador,ECU,sja,Critically endangered,30,0.9887,-79.1674,"The Epera people in Ecuador are mainly located in Santa Rosa de los Epera, in the Borbon parish, which corresponds to the Eloy Alfaro county, in the province of Esmeraldas (Northwestern coasta region of Ecuador)"
36,Cambap,Cameroon,CMR,twn,Critically endangered,30,6.4872,11.802,
240,Warnman,Australia,AUS,wbt,Severely endangered,30,-22.9786,122.7832,
247,Wiradjuri,Australia,AUS,wrh,Critically endangered,30,-34.5608,147.041,
246,Wik Ngencherr,Australia,AUS,wua,Severely endangered,30,-14.0939,141.8554,
2442,Chintaw,China,CHN,xia,Critically endangered,30,24.9263,98.2414,
821,Valley Yokuts,United States of America,USA,yok,Severely endangered,30,36.0582,-119.5241,"Yowlumne (Yawelmani) on the Tule River Reservation, Chukchansi at the Picayune and Table Mountain Rancherias in the foothills northeast of Fresno, and Tachi at the Santa Rosa Rancheria near Lemoore, CA.  "
1892,Rama,Nicaragua,NIC,,Critically endangered,30,11.8847,-83.7995,Rama Cay Isle and other localities south of Río Escondido
2110,Kawucha,Papua New Guinea,PNG,,Critically endangered,30,-6.9373,146.1621,Morobe
2156,Ske,Vanuatu,VUT,,Severely endangered,30,-15.9085,168.1924,Pentecost
1364,Jarawa,India,IND,ang,Critically endangered,31,12.6028,92.752,South Andaman Island
2115,Mawak,Papua New Guinea,PNG,mjj,Critically endangered,31,-4.5819,145.3079,Madang
2111,Kowaki,Papua New Guinea,PNG,"xss, zko",Critically endangered,31,-4.6079,145.4067,Madang
548,Kri,Lao People's Democratic Republic,LAO,,Severely endangered,31,18.25,105,
1808,Macuna (Brazil),Brazil,BRA,myy,Vulnerable,32,1.1395,-67.7636,
2097,Bilakura,Papua New Guinea,PNG,bql,Critically endangered,34,-4.9404,145.5303,Madang Province
576,Barasana (Brazil),Brazil,BRA,bsn,Severely endangered,34,0.7909,-68.6425,"Indigenous lands Alto Rio Negro, north-western Amazonas State - Brazil"
467,Chulym Turk,Russian Federation,RUS,clw,Critically endangered,35,57.3354,88.1542,Tegul’det County in Tomsk Province and Tyukhtet County in Krasnoyarsk Region; Lower Chulym language refers to a sub-dialect of Siberian Tatar
2538,Kapori,Indonesia,IDN,khp,Critically endangered,35,-3.4,139.7,Irian Jaya
766,Menominee,United States of America,USA,mez,Critically endangered,35,44.9356,-88.6144,
1945,Quechua of Pacaraos,Peru,PER,qvp,Critically endangered,35,-11.2538,-76.8054,"Pacaraos, in the upper Chancay valley, province of Huaral, department of Lima"
2129,Turaka,Papua New Guinea,PNG,trh,Critically endangered,35,-9.796,149.447,Milne Bay Province
1367,Kaqchikel (Mexico),Mexico,MEX,,Critically endangered,35,19.4044,-90.0604,"Locality of Quetzal-Edzná in Municipality of Campeche, municipality of Champotón in the state of Campeche; locality of Kuchumatán in Municipality of Othón P. Blanco in the state of Quintana Roo"
1652,Noy,Chad,TCD,noy,Critically endangered,36,8.9312,17.8829,
2136,Asumboa,Solomon Islands,SLB,aua,Severely endangered,40,-11.2982,166.4868,Utupua
172,Bunuba,Australia,AUS,bck,Severely endangered,40,-17.8951,125.7495,
2024,Chamacoco,"Brazil, Paraguay","BRA, PRY",ceg,Critically endangered,40,-23.0595,-55.6127,
845,Tipai (United States of America),United States of America,USA,dih,Severely endangered,40,32.6049,-116.4678,"Kumeyaay is spoken in several locations in central and southern San Diego County, the most important of these being Campo.  "
182,Garrwa,Australia,AUS,gbc,Severely endangered,40,-17.1197,137.6806,
2076,Gumbaynggirr,Australia,AUS,kgs,Critically endangered,40,-30.3349,152.8198,
501,Tofa,Russian Federation,RUS,kim,Critically endangered,40,53.7324,98.2589,"the villages of Alygdzher, Nerkha and Verkhnyaya Gutara in Nizhneudinsk County in Irkutsk Province"
858,Mono (Western),United States of America,USA,mnr,Critically endangered,40,37.0943,-119.4999,"Western Mono is spoken in North Fork, Auberry, Tollhouse, and Dunlop, California."
2553,Maremgi,Indonesia,IDN,mrx,Definitely endangered,40,-2.2571,139.5455,Irian Jaya
2382,Southern Tutchone,Canada,CAN,tce,Critically endangered,40,60.7796,-137.4983,Spread over 4 communities in Canada
505,Udege,Russian Federation,RUS,ude,Critically endangered,40,47.6209,136.0903,"mainly concentrated in four villages: Krasnyy Yar in Pozharskoye County and Agzu in Terney County in Maritime (Primor’ye) Region, and Gvasyugi in the County of Lazo and Arsen’yevo (Rassvet) in Nanay County in Khabarovsk Region"
2579,Yoki,Indonesia,IDN,wor,Severely endangered,40,-1.5893,137.9127,Irian Jaya
2095,Dumun,Papua New Guinea,PNG,dui,Critically endangered,42,-5.5421,146.0906,Madang Province
22,Kudu-Camo,Nigeria,NGA,kov,Critically endangered,42,11.0166,8.8879,
226,Nunggubuyu,Australia,AUS,nuy,Severely endangered,44,-13.8807,135.725,
213,Mudburra,Australia,AUS,mwd,Severely endangered,48,-16.9727,131.77,
2128,Tench,Papua New Guinea,PNG,tns,Critically endangered,49,-1.6394,150.6939,New Ireland Province
2159,Arha,New Caledonia (France),NCL,aqr,Critically endangered,50,-21.3047,165.0146,Poya region
570,Arabela,Peru,PER,arl,Severely endangered,50,-1.5818,-75.3881,"Departamento de Loreto, cabeceras del río Napo (afluente Nashiño). Aldea de  Buena  Vista, entre otras."
2278,Budong-Budong,Indonesia,IDN,bdx,Critically endangered,50,-2.0601,119.3074,"Sulawesi, Indonesia"
1525,Bella Coola,Canada,CAN,blc,Critically endangered,50,52.3823,-126.7255,Spread over 1 communities in Canada
2666,Bulgebi,Papua New Guinea,PNG,bmp,Definitely endangered,50,-5.7485,146.4532,"15km south of Saidor, inland on the eastern end of southern coast of Astrolabe Bay, Madang Province"
2025,Chiquitano (Brazil),Brazil,BRA,cax,Critically endangered,50,-17.4345,-58.0627,
2103,Gorovu,Papua New Guinea,PNG,grg,Severely endangered,50,-4.5,144.6,East Sepik Province
379,Karaim (Lithuania),Lithuania,LTU,kdr,Severely endangered,50,54.642,24.9499,Trakai (Troki) region
2540,Kayupulau,Indonesia,IDN,kzu,Critically endangered,50,-2.5464,140.725,Irian Jaya
2311,Lolak,Indonesia,IDN,llq,Critically endangered,50,0.8569,124.0081,Sulawesi
2583,Maku'a,Timor-Leste,TLS,lva,Critically endangered,50,-8.4017,127.2271,
212,Miriwoong,Australia,AUS,mep,Critically endangered,50,-16.7631,128.9025,
2557,Moraori,Indonesia,IDN,mok,Severely endangered,50,-8.7113,140.7128,Irian Jaya
625,Makurap,Brazil,BRA,mpu,Severely endangered,50,-12.1682,-63.0285,"The group lives in the indigenous lands Rio Branco, south-western Rondônia State - Brazil."
2409,Patua,China,CHN,mzs,Critically endangered,50,22.1632,113.5464,Macao
224,Ngarinman,Australia,AUS,nbj,Severely endangered,50,-16.6782,129.7485,
216,Nakkara,Australia,AUS,nck,Severely endangered,50,-12.1145,134.5825,
886,Omaha-Ponca,United States of America,USA,oma,Critically endangered,50,42.0817,-96.4855,Macy and Walthill in rural southeastern Nebraska.
98,Omotik,Kenya,KEN,omt,Critically endangered,50,-1.115,35.9143,
2455,Onge,India,IND,oon,Critically endangered,50,10.639,92.4938,
2622,Norfolk-Pitcairn (Pitcairn),Pitcairn  (U.K.),PCN,pih,Vulnerable,50,-24.3721,-128.3203,Pitcairn Island
2607,Paulohi,Indonesia,IDN,plh,Critically endangered,50,-3.2721,128.757,"Seram Island, Maluku"
230,Banjima,Australia,AUS,pnw,Severely endangered,50,-22.289,119.3774,
272,Potawatomi (Michigan),United States of America,USA,pot,Critically endangered,50,45.0269,-84.1992,"Hannahville Indian Community of the Michigan upper peninsula, the Pokagon and Huron Bands of southern Michigan, the Forest County Band of northern Wisconsin, the Prairie Band of eastern Kansas, and the Citizen Potawatomi Nation of Oklahoma; a few speakers on the Walpole Island Reserve in Ontario, Canada."
1529,Potawatomi (Kansas),United States of America,USA,pot,Critically endangered,50,39.3251,-95.8495,"Hannahville Indian Community of the Michigan upper peninsula, the Pokagon and Huron Bands of southern Michigan, the Forest County Band of northern Wisconsin, the Prairie Band of eastern Kansas, and the Citizen Potawatomi Nation of Oklahoma; a few speakers on the Walpole Island Reserve in Ontario, Canada."
1530,Potawatomi (Wisconsin),United States of America,USA,pot,Critically endangered,50,45.5601,-88.83,"Hannahville Indian Community of the Michigan upper peninsula, the Pokagon and Huron Bands of southern Michigan, the Forest County Band of northern Wisconsin, the Prairie Band of eastern Kansas, and the Citizen Potawatomi Nation of Oklahoma; a few speakers on the Walpole Island Reserve in Ontario, Canada."
1531,Potawatomi (Oklahoma),United States of America,USA,pot,Critically endangered,50,35.3135,-96.9255,"Hannahville Indian Community of the Michigan upper peninsula, the Pokagon and Huron Bands of southern Michigan, the Forest County Band of northern Wisconsin, the Prairie Band of eastern Kansas, and the Citizen Potawatomi Nation of Oklahoma; a few speakers on the Walpole Island Reserve in Ontario, Canada."
2609,Salas,Indonesia,IDN,sgu,Severely endangered,50,-3.135,130.5505,"Seram Island, Maluku"
1000,Samray,"Cambodia, Thailand","KHM, THA",smu,Critically endangered,50,13.685,101.5931,
312,Sapé,Venezuela (Bolivarian Republic of),VEN,spc,Critically endangered,50,5.0033,-63.5449,"State of Bolívar, Venezuela (southwest of Auyan Tepuy)."
2268,Sian,Malaysia,MYS,spg,Severely endangered,50,2.3854,114.3354,"Sarawak, Malaysia"
1363,Sentilese,India,IND,std,Critically endangered,50,11.5446,92.2576,"Andaman Islands, North Sentinel Island"
1001,Kasong,"Cambodia, Thailand","KHM, THA",syo,Critically endangered,50,12.564,102.529,
2137,Tanimbili,Solomon Islands,SLB,tbe,Severely endangered,50,-11.2935,166.5211,Utupua
159,Tanacross,United States of America,USA,tcb,Critically endangered,50,64.2159,-145.9643,the middle Tanana River of central Alaska
160,Tanaina,United States of America,USA,tfn,Severely endangered,50,63.3422,-148.8647,
2652,Tambotalo,Vanuatu,VUT,tls,Severely endangered,50,-15.4655,167.1027,Inland southeast Santo Islands
243,Warumungu,Australia,AUS,wrm,Severely endangered,50,-19.5183,133.9453,
474,Forest Yukagir,Russian Federation,RUS,yux,Critically endangered,50,65.4936,151.0757,"earlier on the sources of the Kolyma, divided between the Republic of Sakha (Yakutia) and Magadan Province, now largely concentrated in the village of Nelemnoye as well as in the county centre Zyryanka in Upper Kolyma (Verkhnekolymskiy) County in the Republic of Sakha"
943,Zapotec of San Felipe Tejalapan,Mexico,MEX,ztt,Critically endangered,50,17.1099,-96.8539,Municipality of San Felipe Tejalapan
1753,Iduh (Lao PDR),Lao People's Democratic Republic,LAO,,Critically endangered,50,19.3292,103.3758,
660,Trumai,Brazil,BRA,tpy,Critically endangered,51,-11.8807,-53.6009,Terra Indígena do Xingu  - Estado de Mato Grosso - Brasil
944,Zapotec of Asunción Tlacolulita,Mexico,MEX,zpk,Critically endangered,53,16.3,-95.7166,Municipality of Asunción Tlacolulita
1919,Baure,Bolivia (Plurinational State of),BOL,brg,Critically endangered,55,-13.1008,-64.5007,
261,Southern Haida,Canada,CAN,hax,Critically endangered,55,53.2697,-131.9861,Spread over 1 communities in Canada
162,Upper Tanana (United States of America),United States of America,USA,tau,Critically endangered,55,62.6867,-141.2182,"villages of Northway, Tetlin, and Tok in Alaska"
2389,Tlingit (Canada),Canada,CAN,tli,Critically endangered,55,60.171,-132.7395,Spread over 3 communities in Canada
726,Kiliwa,Mexico,MEX,klb,Critically endangered,56,31.25,-115.6166,"Ensenada, BC"
2117,Moere,Papua New Guinea,PNG,mvq,Severely endangered,56,-4.6038,145.437,Madang Province
2107,Bepour,Papua New Guinea,PNG,bie,Severely endangered,57,-4.586,145.4184,Madang
2102,Faita,Papua New Guinea,PNG,faj,Severely endangered,57,-5.657,145.5001,Madang Province
1885,Teribe (Costa Rica),Costa Rica,CRI,tfr,Critically endangered,57,9.0593,-83.2876,"Térraba valley, southwestern Costa Rica"
2118,Mosimo,Papua New Guinea,PNG,mqv,Severely endangered,58,-4.9473,145.5551,Madang Province
656,Tapayuna,Brazil,BRA,suy,Severely endangered,58,-10.5559,-53.0639,The group lives in the Mato Grosso state and south-western Pará State - Brazil.
2659,Atemble,Papua New Guinea,PNG,ate,Definitely endangered,60,-5.1292,144.7421,"Northwest of Aiome and upstream from Annaberg, Madang Province"
2660,Bagupi,Papua New Guinea,PNG,bpi,Definitely endangered,60,-5.0454,145.5822,"Headwaters of the Gogol river, west of Mabanob, northwest of Madang town, Madang Province"
2003,Carapana (Colombia),Colombia,COL,cbc,Definitely endangered,60,0.9337,-70.8178,
959,Montana Salish,United States of America,USA,fla,Critically endangered,60,47.5944,-114.1182,Flathead Reservation in western Montana
188,Gurrgoni,Australia,AUS,gge,Vulnerable,60,-12.1037,134.3408,
196,Kija,Australia,AUS,gia,Severely endangered,60,-18.0832,128.1884,
185,Gooniyandi,Australia,AUS,gni,Severely endangered,60,-18.8335,125.9912,
222,Ngangikurunggurr,Australia,AUS,nam,Severely endangered,60,-14.6792,130.3967,
1792,Senaya,Iran (Islamic Republic of),IRN,syn,Critically endangered,60,36.2664,50.0042,Tehran and Qazvin
2387,Tahltan,Canada,CAN,tht,Critically endangered,60,57.8451,-129.9745,Spread over 4 communities in Canada
1696,Tembé,Brazil,BRA,tqb,Severely endangered,60,-2.6467,-46.7248,"Tembé and Guajajara are dialects of the same language, according to the Tembé, who see little difference"
912,Olultecan,Mexico,MEX,,Severely endangered,60,17.9277,-94.8969,"Municipality of Oluta, state of Veracruz"
2085,Yan-nhangu,Australia,AUS,jay,Definitely endangered,61,-12.094,134.89,
612,Carapana (Brazil),Brazil,BRA,cbc,Severely endangered,63,-3.0966,-65.061,"The group lives in indigenous lands Alto Rio Negro, São Gabriel and Pari-Cachoeira, north-western Amazonas State - Brazil."
493,Orok,Russian Federation,RUS,oaa,Critically endangered,64,52.3437,143.0557,"Nogliki, Poronaysk and Aleksandrovsk counties in Sakhalin Province, now mainly in the village of Val in Nogliki County; Orok speakers from the southern part of the island were evacuated to Hokkaido, Japan, after 1945, where the language is now extinct"
1371,Ixil (Mexico),Mexico,MEX,,Critically endangered,64,19.508,-89.3188,Localities of Los Laureles and Quetzal-Edzná in the municipality of Campeche; locality of Maya Balam in the municipality of Othón P. Blanco in the state of Quintana Roo
1571,Northern Straits Salish,United States of America,USA,sal,Critically endangered,65,48.488,-122.6363,"The Saanich dialect has about 20 first-language speakers, the youngest around 60, with about 100 second-language speakers; the Samish dialect has about 5  speakers; the Lummi dialect has no first-language speakers.  "
2126,Sumariup,Papua New Guinea,PNG,siv,Severely endangered,65,-4.7,143.3,East Sepik Province
1710,Kari'ña (Brazil),Brazil,BRA,"car, ciy",Definitely endangered,66,4.0067,-51.6027,
232,Ritharrngu,Australia,AUS,rit,Definitely endangered,66,-13.1543,134.8242,
2663,Bothar,Papua New Guinea,PNG,bow,Severely endangered,68,-9.0695,141.155,"Morehead District, Western Province (Ethnologue locates it rather in Indonesia)"
2132,Yapunda,Papua New Guinea,PNG,yev,Severely endangered,69,-3.5,142.4,Sandaun (West Sepik) Province
1886,Anus,Indonesia,IDN,auq,Severely endangered,70,-2.1268,139.5126,Irian Jaya
2518,Awera,Indonesia,IDN,awr,Vulnerable,70,-2.7084,136.0395,Irian Jaya
2535,Iresim,Indonesia,IDN,ire,Severely endangered,70,-3.6011,135.1428,Irian Jaya
250,Yanyuwa,Australia,AUS,jao,Severely endangered,70,-15.9613,136.3842,
2084,Yankunytjatjara,Australia,AUS,kdd,Definitely endangered,70,-27.3132,132.0666,
2645,Mafea,Vanuatu,VUT,mkv,Definitely endangered,70,-15.4219,167.2366,"Mafea and Ais Islands, East Santo Island"
2528,Doutai,Indonesia,IDN,tds,Severely endangered,70,-3.2282,138.2189,Irian Jaya
1474,Vilamovian,Poland,POL,wym,Severely endangered,70,49.7909,18.762,"the village of Wilamowice, southern Poland; an outlying dialect of German"
156,East Cape Yupik,Russian Federation,RUS,ynk,Critically endangered,70,66.0166,-169.7166,"translocated in several settlements in Chukchi Autonomous District, including Uelen, Lorino, Lavrentiya, Provideniya"
1263,Western Chocho,Mexico,MEX,,Severely endangered,70,17.7486,-97.4409,"7 municipalities among them San Miguel Tulancingo, Ocotlán, San Francisco Teopan, San Pedro Nopala, Santa María Magdalena and Jicotlán in the state of Oaxaca"
1873,Boruca,Costa Rica,CRI,,Critically endangered,70,9.001,-83.323,20km in the South of Buenos Aeres city in the Puntarenas Province
1934,Siriano (Brazil),Brazil,BRA,sri,Vulnerable,71,0.5244,-67.5,
1368,Teko,Mexico,MEX,ttc,Severely endangered,71,15.6582,-92.1427,"Municipalities of Amatenango de la Frontera, Frontera Comalapa and Mazapa de Madero in the state of Chiapas"
2101,Arawun,Papua New Guinea,PNG,awm,Severely endangered,73,-5.5093,145.8929,Madang Province
2119,Musan,Papua New Guinea,PNG,mmp,Severely endangered,75,-4.0355,141.361,Sandaun (West Sepik) Province
2121,Papi,Papua New Guinea,PNG,ppe,Severely endangered,75,-4.5,142,Sandaun (West Sepik) Province
2145,Mores,Vanuatu,VUT,rga,Severely endangered,75,-15.3583,166.8988,Santo
2377,Sekani,Canada,CAN,sek,Critically endangered,75,58.0952,-122.7067,Spread over 3 communities in Canada
2374,Sarcee,Canada,CAN,srs,Critically endangered,75,50.9682,-114.3851,Spread over 1 communities in Canada
1924,Moré,Bolivia (Plurinational State of),BOL,ite,Critically endangered,76,-12.0822,-64.9731,
2099,Ari,Papua New Guinea,PNG,aac,Severely endangered,80,-8,142.4,Western Province
1969,Assiniboine (Canada),Canada,CAN,asb,Critically endangered,80,50.3536,-103.4841,Spread over 2 communities in Canada
2537,Itik,Indonesia,IDN,itx,Vulnerable,80,-2.3181,139.148,Irian Jaya
2686,Mari,Papua New Guinea,PNG,mbx,Severely endangered,80,-9.0478,141.8994,"Western third of the south coast, around Tais settlement, inland about 15km,  Western Province"
2100,Dorro,Papua New Guinea,PNG,mxw,Severely endangered,80,-9.1834,141.8994,Western Province
2158,Pwapwa,New Caledonia (France),NCL,pop,Severely endangered,80,-20.8074,164.5367,"Boyen, NW New Caledonia"
2704,Somm,Papua New Guinea,PNG,smc,Definitely endangered,80,-6.1296,146.4642,"East of Wantoat settlement, Uruwa River, on the middle of Som River, western end of Huon Peninsula, Morobe Province"
2572,Tobati,Indonesia,IDN,tti,Severely endangered,80,-2.6059,140.7997,Irian Jaya
1005,Gong,Thailand,THA,ugo,Severely endangered,80,15.088,99.523,
1928,Araona,Bolivia (Plurinational State of),BOL,aro,Severely endangered,81,-12.4473,-68.1372,"Province of Abel Iturralde, Department of La Paz, Bolivia"
2105,Ak,Papua New Guinea,PNG,akq,Severely endangered,83,-3.6093,141.6604,Sandaun (West Sepik) Province
2558,Narau,Indonesia,IDN,nxu,Severely endangered,85,-3.3818,139.8202,Irian Jaya
1259,Kusunda,Nepal,NPL,"kru, kxl",Critically endangered,87,27.9275,84.2866,near Damaulī and Gorkhā
1916,Patamona (Brazil),Brazil,BRA,pbc,Vulnerable,87,4.5216,-60.3808,Karib language of Roraima
1442,Xiri,South Africa,ZAF,xii,Critically endangered,87,-31.3924,21.0498,no location mentioned in Ethnologue
2127,Taiap,Papua New Guinea,PNG,gpn,Severely endangered,89,-4.1,144.5,East Sepik Province
1939,Iteri,Papua New Guinea,PNG,itr,Severely endangered,90,-4.0807,141.5039,Sandaun (West Sepik) Province
2650,Repanbitip,Vanuatu,VUT,rpn,Definitely endangered,90,-16.3155,167.6026,Southeast Malekula Island
2573,Tofanma,Indonesia,IDN,tlg,Vulnerable,90,-3.5675,140.7925,Irian Jaya
225,Ngarinyin,Australia,AUS,ung,Definitely endangered,90,-16.9096,125.4199,
2116,Mindiri,Papua New Guinea,PNG,mpn,Severely endangered,93,-5.5517,146.1538,Madang
2130,Usu,Papua New Guinea,PNG,usu,Severely endangered,93,-5.2851,145.4974,Madang Province
1480,O'odham (Mexico),Mexico,MEX,ood,Definitely endangered,94,31.5188,-112.7472,"Localities of Quitovac and others in the municipality of Plutarco Elías Calles; locality of San Francisco Pápagos and others in the municipality of Caborca; municipality of Altar, in the state of Sonora"
2124,Samosa,Papua New Guinea,PNG,swm,Severely endangered,94,-5.0116,145.5386,Madang Province
2104,Yarawata,Papua New Guinea,PNG,yrw,Severely endangered,98,-4.9377,145.4946,Madang Province
